INDEX	CODE	SHORT OPENING	OPENING	ORG		
1541	C69	Ruy Lopez		Ruy Lopez	Exchange Variation , Alapin gambit	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Bg4 6. h3 h5
1542	C69	Ruy Lopez		Ruy Lopez	Exchange, Gligoric Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O f6
1543	C69	Ruy Lopez		Ruy Lopez	Exchange, Bronstein Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. O-O Qd6
1544	C70	Ruy Lopez		Ruy Lopez		1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4
1545	C70	Ruy Lopez		Ruy Lopez	Fianchetto defense deferred	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 g6
1546	C70	Ruy Lopez		Ruy Lopez	Cozio defense deferred	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nge7
1547	C70	Ruy Lopez		Ruy Lopez	Bird's defense deferred	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nd4
1548	C70	Ruy Lopez		Ruy Lopez	Alapin's defense deferred	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Bb4
1549	C70	Ruy Lopez		Ruy Lopez	Classical defense deferred	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Bc5
1550	C70	Ruy Lopez		Ruy Lopez	Caro Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5
1551	C70	Ruy Lopez		Ruy Lopez	Graz Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Bc5
1552	C70	Ruy Lopez		Ruy Lopez	Taimanov (chase/wing/Accelerated counterthrust) Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Na5
1553	C70	Ruy Lopez		Ruy Lopez	Schliemann defense deferred	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 f5
1554	C71	Ruy Lopez		Ruy Lopez	Modern Steinitz defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6
1555	C71	Ruy Lopez		Ruy Lopez	Noah's ark trap	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. d4 b5 6. Bb3 Nxd4 7. Nxd4 exd4 8. Qxd4 c5
1556	C71	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, Three knights Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. Nc3
1557	C71	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, Duras (Keres) Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c4
1558	C72	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, 5.O-O	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. O-O
1559	C73	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, Richter Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. Bxc6+ bxc6 6. d4
1560	C73	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, Alapin Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. Bxc6+ bxc6 6. d4 f6
1561	C74	Ruy Lopez		Ruy Lopez	Modern Steinitz defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3
1562	C74	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, siesta Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 f5
1563	C74	Ruy Lopez		Ruy Lopez	Siesta, Kopayev Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 f5 6. exf5 Bxf5 7. O-O
1564	C75	Ruy Lopez		Ruy Lopez	Modern Steinitz defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 Bd7
1565	C75	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, Rubinstein Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 Bd7 6. d4 Nge7
1566	C76	Ruy Lopez		Ruy Lopez	Modern Steinitz defense, Fianchetto (Bronstein) Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. c3 Bd7 6. d4 g6
1567	C77	Ruy Lopez		Ruy Lopez	Morphy defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6
1568	C77	Ruy Lopez		Ruy Lopez	Four knights (Tarrá3ððð Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Nc3
1569	C77	Ruy Lopez		Ruy Lopez	Treybal (Bayreuth) Variation (Exchange var. deferred)	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Bxc6
1570	C77	Ruy Lopez		Ruy Lopez	Wormald (Alapin) attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Qe2
1571	C77	Ruy Lopez		Ruy Lopez	Wormald attack, Gruenfeld Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. Qe2 b5 6. Bb3 Be7 7. d4 d6 8. c3 Bg4
1572	C77	Ruy Lopez		Ruy Lopez	Anderssen Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d3
1573	C77	Ruy Lopez		Ruy Lopez	Morphy defense, Duras Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d3 d6 6. c4
1574	C78	Ruy Lopez		Ruy Lopez	5.O-O	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O
1575	C78	Ruy Lopez		Ruy Lopez	Wing attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Be7 7. a4
1576	C78	Ruy Lopez		Ruy Lopez	...b5 & ...d6	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 d6
1577	C78	Ruy Lopez		Ruy Lopez	Rabinovich Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 d6 7. Ng5 d5 8. exd5 Nd4 9. Re1 Bc5 10. Rxe5+ Kf8
1578	C78	Ruy Lopez		Ruy Lopez	Archangelsk (counterthrust) Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O b5 6. Bb3 Bb7
1579	C78	Ruy Lopez		Ruy Lopez	Moeller defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Bc5
1580	C79	Ruy Lopez		Ruy Lopez	Steinitz defense deferred (Russian defense)	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O d6
1581	C79	Ruy Lopez		Ruy Lopez	Steinitz defense deferred, Lipnitsky Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O d6 6. Bxc6+ bxc6 7. d4 Bg4
1582	C79	Ruy Lopez		Ruy Lopez	Steinitz defense deferred, Rubinstein Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O d6 6. Bxc6+ bxc6 7. d4 Nxe4
1583	C79	Ruy Lopez		Ruy Lopez	Steinitz defense deferred, Boleslavsky Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O d6 6. Bxc6+ bxc6 7. d4 Nxe4 8. Re1 f5 9. dxe5 d5 10. Nc3
1584	C80	Ruy Lopez		Ruy Lopez	Open (Tarrasch) defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4
1585	C80	Ruy Lopez		Ruy Lopez	Open, Tartakower Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Qe2
1586	C80	Ruy Lopez		Ruy Lopez	Open, Knorre Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Nc3
1587	C80	Ruy Lopez		Ruy Lopez	Open, 6.d4	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4
1588	C80	Ruy Lopez		Ruy Lopez	Open, Riga Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 exd4
1589	C80	Ruy Lopez		Ruy Lopez	Open, 6.d4 b5	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5
1590	C80	Ruy Lopez		Ruy Lopez	Open, Friess attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Nxe5
1591	C80	Ruy Lopez		Ruy Lopez	Open, Richter Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. d5
1592	C80	Ruy Lopez		Ruy Lopez	Open, 7.Bb3	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3
1593	C80	Ruy Lopez		Ruy Lopez	Open, Schlechter defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. a4 Nxd4
1594	C80	Ruy Lopez		Ruy Lopez	Open, Berger Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. a4 Nxd4 9. Nxd4 exd4 10. Nc3
1595	C80	Ruy Lopez		Ruy Lopez	Open, Harksen gambit	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. c4
1596	C80	Ruy Lopez		Ruy Lopez	Open, 8.de	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5
1597	C80	Ruy Lopez		Ruy Lopez	Open, Zukertort Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Ne7
1598	C80	Ruy Lopez		Ruy Lopez	Open, 8...Be6	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6
1599	C80	Ruy Lopez		Ruy Lopez	Open, Bernstein Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Nbd2
1600	C80	Ruy Lopez		Ruy Lopez	Open, Bernstein Variation , Karpov gambit	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Nbd2 Nc5 10. c3 d4 11. Ng5
1601	C81	Ruy Lopez		Ruy Lopez	Open, Howell attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Qe2
1602	C81	Ruy Lopez		Ruy Lopez	Open, Howell attack, Ekstroem Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Qe2 Be7 10. Rd1 O-O 11. c4 bxc4 12. Bxc4 Qd7
1603	C81	Ruy Lopez		Ruy Lopez	Open, Howell attack, Adam Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. Qe2 Be7 10. c4
1604	C82	Ruy Lopez		Ruy Lopez	Open, 9.c3	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3
1605	C82	Ruy Lopez		Ruy Lopez	Open, Berlin Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Nc5
1606	C82	Ruy Lopez		Ruy Lopez	Open, Italian Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5
1607	C82	Ruy Lopez		Ruy Lopez	Open, St. Petersburg Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Nbd2
1608	C82	Ruy Lopez		Ruy Lopez	Open, Dilworth Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Nbd2 O-O 11. Bc2 Nxf2
1609	C82	Ruy Lopez		Ruy Lopez	Open, Motzko attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Qd3
1610	C82	Ruy Lopez		Ruy Lopez	Open, Motzko attack, Nenarokov Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Bc5 10. Qd3 Ne7
1611	C83	Ruy Lopez		Ruy Lopez	Open, Classical defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7
1612	C83	Ruy Lopez		Ruy Lopez	Open, Malkin Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7 10. Nbd2 O-O 11. Qe2
1613	C83	Ruy Lopez		Ruy Lopez	Open, 9...Be7, 10.Re1	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7 10. Re1
1614	C83	Ruy Lopez		Ruy Lopez	Open, Tarrasch trap	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7 10. Re1 O-O 11. Nd4 Qd7 12. Nxe6 fxe6 13. Rxe4
1615	C83	Ruy Lopez		Ruy Lopez	Open, Breslau Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 b5 7. Bb3 d5 8. dxe5 Be6 9. c3 Be7 10. Re1 O-O 11. Nd4 Nxe5
1616	C84	Ruy Lopez		Ruy Lopez	Closed defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7
1617	C84	Ruy Lopez		Ruy Lopez	Closed, center attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. d4
1618	C84	Ruy Lopez		Ruy Lopez	Closed, Basque gambit (North Spanish Variation )	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. d4 exd4 7. e5 Ne4 8. c3
1619	C85	Ruy Lopez		Ruy Lopez	Exchange Variation doubly deferred (DERLD)	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Bxc6
1620	C86	Ruy Lopez		Ruy Lopez	Worrall attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Qe2
1621	C86	Ruy Lopez		Ruy Lopez	Worrall attack, sharp line	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Qe2 b5 7. Bb3 O-O
1622	C86	Ruy Lopez		Ruy Lopez	Worrall attack, solid line	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Qe2 b5 7. Bb3 d6
1623	C87	Ruy Lopez		Ruy Lopez	Closed, Averbach Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 d6
1624	C88	Ruy Lopez		Ruy Lopez	Closed	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3
1625	C88	Ruy Lopez		Ruy Lopez	Closed, Leonhardt Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 Na5 9. Bc2 c5 10. d4 Qc7 11. h3 Nc6 12. d5 Nb8 13. Nbd2 g5
1626	C88	Ruy Lopez		Ruy Lopez	Closed, Balla Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 Na5 9. Bc2 c5 10. d4 Qc7 11. a4
1627	C88	Ruy Lopez		Ruy Lopez	Closed, 7...d6, 8.d4	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. d4
1628	C88	Ruy Lopez		Ruy Lopez	Noah's ark trap	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. d4 Nxd4 9. Nxd4 exd4 10. Qxd4 c5
1629	C88	Ruy Lopez		Ruy Lopez	Trajkovic counter-attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 Bb7
1630	C88	Ruy Lopez		Ruy Lopez	Closed, 7...O-O	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O
1631	C88	Ruy Lopez		Ruy Lopez	Closed, anti-Marshall 8.a4	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. a4
1632	C88	Ruy Lopez		Ruy Lopez	Closed, 8.c3	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3
1633	C89	Ruy Lopez		Ruy Lopez	Marshall counter-attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5
1634	C89	Ruy Lopez		Ruy Lopez	Marshall counter-attack, 11...c6	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6
1635	C89	Ruy Lopez		Ruy Lopez	Marshall, Kevitz Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3
1636	C89	Ruy Lopez		Ruy Lopez	Marshall, Main line, 12.d2d4	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4
1637	C89	Ruy Lopez		Ruy Lopez	Marshall, Main line, 14...Qh3	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3
1638	C89	Ruy Lopez		Ruy Lopez	Marshall, Main line, Spassky Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Re6 18. a4 Qh5
1639	C89	Ruy Lopez		Ruy Lopez	Marshall, Herman Steiner Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4
1640	C90	Ruy Lopez		Ruy Lopez	Closed (with ...d6)	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6
1641	C90	Ruy Lopez		Ruy Lopez	Closed, Pilnik Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. d3
1642	C90	Ruy Lopez		Ruy Lopez	Closed, Lutikov Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. Bc2
1643	C90	Ruy Lopez		Ruy Lopez	Closed, Suetin Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. a3
1644	C91	Ruy Lopez		Ruy Lopez	Closed, 9.d4	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. d4
1645	C91	Ruy Lopez		Ruy Lopez	Closed, Bogolyubov Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. d4 Bg4
1646	C92	Ruy Lopez		Ruy Lopez	Closed, 9.h3	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3
1647	C92	Ruy Lopez		Ruy Lopez	Closed, Keres (9...a5) Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 a5
1648	C92	Ruy Lopez		Ruy Lopez	Closed, Kholmov Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Be6
1649	C92	Ruy Lopez		Ruy Lopez	Closed, Ragozin-Petrosian (`Keres') Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Nd7
1650	C92	Ruy Lopez		Ruy Lopez	Closed, Flohr-Zaitsev system (Lenzerheide Variation )	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Bb7
1651	C93	Ruy Lopez		Ruy Lopez	Closed, Smyslov defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 h6
1652	C94	Ruy Lopez		Ruy Lopez	Closed, Breyer defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Nb8
1653	C95	Ruy Lopez		Ruy Lopez	Closed, Breyer, 10.d4	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Nb8 10. d4
1654	C95	Ruy Lopez		Ruy Lopez	Closed, Breyer, Borisenko Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Nb8 10. d4 Nbd7
1655	C95	Ruy Lopez		Ruy Lopez	Closed, Breyer, Gligoric Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Nb8 10. d4 Nbd7 11. Nbd2 Bb7 12. Bc2 c5
1656	C95	Ruy Lopez		Ruy Lopez	Closed, Breyer, Simagin Variation 	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Nb8 10. d4 Nbd7 11. Nh4
1657	C96	Ruy Lopez		Ruy Lopez	Closed (8...Na5)	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Na5 10. Bc2
1658	C96	Ruy Lopez		Ruy Lopez	Closed, Rossolimo defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Na5 10. Bc2 c6 11. d4 Qc7
1659	C96	Ruy Lopez		Ruy Lopez	Closed (10...c5)	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Na5 10. Bc2 c5
1660	C96	Ruy Lopez		Ruy Lopez	Closed, Borisenko defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d6 9. h3 Na5 10. Bc2 c5 11. d4 Nc6
